28,26325,9.0
28,32777,10.0
30,4096,2.0
30,32770,8.0
30,20484,8.0
30,24588,1.0
30,8205,9.0
30,8206,10.0
30,20501,9.0
30,12313,8.0
30,21851,8.0
30,6,8.0
30,52,8.0
30,53,8.0
30,36919,8.0
30,61,8.0
30,24639,9.0
32,36869,8.0
32,36872,10.0
32,32780,9.0
32,8205,8.043
32,28688,10.0
32,8216,8.713
32,10927,10.0
32,28701,8.0
32,24613,8.0
32,12340,9.0
32,24639,9.289
32,16451,10.0
32,12362,9.0
32,8270,10.0
32,4175,9.0
34,6827,8.0
34,24586,8.0
34,8205,8.321
34,8216,8.0
34,12292,8.0
34,33925,8.0
34,16419,8.444
34,32808,9.0
34,16425,9.314
34,8238,10.0
34,49,1.634
34,52,8.238
34,57,8.0
34,58,9.0
34,18551,8.0
36,4096,8.0
36,2049,9.0
36,36872,9.662
36,32777,10.0
36,12298,2.0
36,16396,8.0
36,8205,9.0
36,28688,8.978
36,7065,10.0
36,16414,1.0
36,32799,8.292
36,12325,2.0
36,32806,10.0
36,8233,9.0
36,28714,9.0
38,32775,9.0
38,36872,10.0
38,24588,2.0
38,8205,9.0
38,18,9.0
38,8216,9.0
38,12292,9.0
38,4122,8.0
38,28701,9.0
38,12325,8.0
38,32808,1.0
38,16425,9.0
38,36908,8.0
38,24626,9.0
38,16437,9.0
40,4105,9.173
40,12,8.0
40,8205,8.0
40,24597,1.0
40,4118,8.0
40,8216,9.0
40,28701,8.0
40,12328,9.0
40,16425,8.216
40,20526,8.0
40,7517,9.0
40,16437,9.0
40,32827,9.0
40,12354,10.0
40,20547,8.0
42,1,8.0
42,32770,8.0
42,4,8.0
42,5,2.0
42,32777,9.0
42,24586,8.0
42,32780,10.0
42,8205,8.621
42,16406,2.0
42,24603,8.0
42,36869,8.0
42,16430,1.0
42,16431,2.0
42,36872,9.675
42,24626,10.0
46,16402,8.0
46,24595,8.0
46,32799,10.0
46,32812,1.0
46,8240,2.0
46,24626,1.0
46,52,8.0
46,16451,10.0
46,32842,2.0
46,8278,10.0
46,16484,8.0
46,7642,8.0
46,24716,9.0
46,32916,10.0
46,32928,9.0
48,20480,8.0
48,12292,8.0
48,32777,10.0
48,4106,10.0
48,24591,8.0
48,28688,9.0
48,32088,9.0
48,24596,8.0
48,30724,9.0
48,24603,8.0
48,16419,8.0
48,32805,2.0
48,8231,8.0
48,32808,9.0
48,8233,8.0
50,23211,8.0
50,5,1.0
50,8206,8.0
50,8216,8.0
50,16411,1.0
50,9562,9.0
50,24608,8.0
50,8227,8.0
50,16421,8.0
50,32808,10.0
50,16431,2.0
50,24626,10.0
50,54,8.0
50,32829,1.0
50,24639,8.33
52,6827,8.0
52,32780,8.0
52,24595,9.0
52,13658,2.0
52,16414,8.0
52,24612,9.0
52,45,8.0
52,49,1.0
52,52,8.364
52,55,1.0
52,57,8.0
52,58,9.0
52,24668,9.0
52,103,8.0
52,25645,10.0
54,11184,8.0
54,6,8.0
54,32777,8.0
54,30279,9.0
54,8206,8.462
54,8216,8.0
54,8227,8.0
54,52,8.0
54,16437,8.0
54,54,8.0
54,8252,10.0
54,24639,9.099
54,16467,9.0
54,24662,2.0
54,23225,9.0
56,4,8.774
56,32775,9.0
56,32777,9.904
56,8206,9.0
56,29,10.0
56,4102,9.0
56,39,10.0
56,24626,8.909
56,8243,1.0
56,24631,8.0
56,8253,8.0
56,32780,8.0
56,32843,9.0
56,91,8.0
56,8284,9.0
58,4102,9.0
58,12295,9.0
58,36872,10.0
58,32780,8.999
58,8206,10.0
58,28688,10.0
58,16411,8.0
58,32797,10.0
58,32799,10.0
58,33443,9.0
58,20524,9.0
58,24626,9.477
58,8244,1.0
58,54,1.0
58,16443,10.0
64,12290,8.0
64,4100,8.0
64,28677,8.0
64,3928,8.0
64,4118,8.0
64,12311,8.0
64,8216,8.193
64,4122,8.0
64,28701,9.579
64,6150,8.0
64,8233,8.0
64,20526,8.0
64,28725,9.0
64,54,8.0
64,24639,9.464
66,8206,10.0
66,28688,9.0
66,12305,10.0
66,20501,9.0
66,16411,1.0
66,33603,8.0
66,24608,8.0
66,4130,9.0
66,28707,9.0
66,24613,9.0
66,32806,10.0
66,8234,9.0
66,48,8.0
66,54,9.0
66,12350,8.0
70,6,8.0
70,32780,8.0
70,16397,8.0
70,8206,8.219
70,24595,8.0
70,30825,10.0
70,8216,9.0
70,32799,8.0
70,9563,8.0
70,24612,8.479
70,4102,8.0
70,16431,2.0
70,24626,10.0
70,52,8.0
70,32821,1.0
72,1,8.0
72,4104,8.0
72,12298,8.306
72,6155,1.0
72,14351,8.0
72,12305,8.0
72,24595,9.0
72,2073,10.0
72,12319,10.0
72,1030,9.0
72,30759,8.0
72,12328,10.0
72,8233,9.0
72,28715,8.0
72,2108,10.0
74,10502,10.0
74,8875,8.998
74,36869,8.0
74,16367,10.0
74,36872,8.988
74,8205,8.0
74,28688,8.448
74,13746,8.929
74,4117,10.0
74,8216,9.0
74,20484,8.0
74,8879,8.0
74,28701,10.0
74,12320,8.0
74,28705,8.0
76,17676,9.0
76,32775,2.0
76,8336,8.0
76,24588,2.0
76,8205,8.412
76,24596,8.0
76,8216,8.2
76,13658,1.0
76,24608,10.0
76,24613,8.0
76,32808,9.0
76,8233,8.0
76,34763,8.0
76,54,8.0
76,58,10.0
80,32770,8.0
80,35499,8.0
80,24588,1.751
80,12290,9.0
80,16402,8.0
80,8216,8.353
80,20484,8.0
80,32797,8.0
80,30,8.0
80,28677,8.0
80,24608,10.0
80,32808,10.0
80,16425,9.0
80,4104,9.0
80,24627,8.0
84,29355,8.0
84,12292,8.0
84,4102,9.0
84,16367,10.0
84,32777,8.884
84,4106,10.0
84,8206,10.0
84,8877,8.0
84,28691,9.0
84,24603,8.0
84,28701,8.0
84,32799,10.0
84,24612,8.0
84,16421,8.0
84,32808,9.0
88,3,8.0
88,6,8.0
88,32777,9.863
88,32797,10.0
88,32,8.0
88,32808,1.0
88,49,8.0
88,16914,9.0
88,52,8.0
88,19642,9.0
88,32834,8.0
88,16460,8.0
88,32849,8.0
88,16470,8.0
88,35513,10.0
90,28672,10.0
90,16402,8.0
90,16409,10.0
90,32797,10.0
90,32799,9.0
90,24608,8.0
90,8225,8.0
90,32803,9.0
90,24612,8.0
90,16424,8.0
90,8238,10.0
90,4104,9.0
90,52,8.173
90,24647,9.0
90,25954,9.0
94,24578,9.0
94,32777,9.0
94,16396,9.0
94,8205,8.545
94,8206,9.0
94,8210,8.0
94,24597,8.0
94,8216,9.0
94,8225,9.0
94,39,10.0
94,24626,10.0
94,52,9.0
94,70,8.0
94,32780,8.0
94,24654,10.0
98,32770,8.0
98,4,10.0
98,8205,9.0
98,16402,8.0
98,16414,8.0
98,16419,10.0
98,32808,9.0
98,16425,10.0
98,53,8.0
98,8252,10.0
98,61,8.0
98,24639,9.0
98,24588,1.0
98,24653,9.0
98,8275,10.0
100,3,8.0
100,21277,10.0
100,32777,10.0
100,16402,8.0
100,13658,2.0
100,16414,8.0
100,32799,10.0
100,32,8.0
100,16421,8.0
100,8231,9.0
100,4104,9.0
100,52,9.0
100,32827,8.0
100,8252,8.0
100,24649,8.0
102,4,10.0
102,16367,9.0
102,9,10.0
102,17731,1.0
102,32780,8.0
102,16402,8.0
102,24595,9.0
102,24596,8.0
102,30825,9.591
102,32799,10.0
102,13659,8.0
102,24612,9.0
102,32810,1.0
102,16914,9.0
102,52,9.0
104,1,8.0
104,4,10.0
104,32777,10.0
104,8205,9.0
104,8206,8.0
104,8216,8.0
104,16414,8.0
104,24613,8.0
104,32806,10.0
104,24626,8.0
104,24639,8.437
104,16451,10.0
104,32843,9.0
104,8270,10.0
104,8284,9.0
106,4228,8.446
106,4,10.0
106,5,2.0
106,4105,10.0
106,16402,9.0
106,12313,10.0
106,4122,8.0
106,16412,8.0
106,28701,10.0
106,25506,8.0
106,24608,8.925
106,16419,9.355
106,36902,9.0
106,39,10.0
106,28715,8.0
108,12292,8.0
108,36872,10.0
108,32777,9.0
108,12298,10.0
108,36875,8.0
108,8206,9.0
108,28688,8.88
108,18,9.0
108,16406,1.0
108,28370,9.0
108,24603,8.0
108,11867,8.0
108,8198,1.0
108,32808,9.0
108,8234,9.0
110,5,1.0
110,32777,9.78
110,32780,10.0
110,16414,8.0
110,1092,1.0
110,16420,1.0
110,32806,10.0
110,52,8.46
110,19642,8.932
110,56,8.0
110,57,8.0
110,16443,8.61
110,32842,2.0
110,32843,9.0
110,32881,2.0
114,12290,8.0
114,20484,8.085
114,36869,10.0
114,4105,10.0
114,12298,8.0
114,32780,10.0
114,2050,10.0
114,36892,8.0
114,28701,9.765
114,28703,9.7
114,9563,8.0
114,20516,10.0
114,36902,8.0
114,12328,8.0
114,8233,8.257
116,4228,8.0
116,4105,9.0
116,4106,10.0
116,16397,8.0
116,28688,8.136
116,20498,10.0
116,13094,10.0
116,4117,10.0
116,4118,8.0
116,16412,2.0
116,28701,8.0
116,2053,8.0
116,28706,8.0
116,28707,8.0
116,32808,9.0
118,12290,9.0
118,20484,8.0
118,36872,10.0
118,4105,8.0
118,32780,10.0
118,8877,10.0
118,28688,9.0
118,8209,2.0
118,16402,8.0
118,8216,9.0
118,28697,8.0
118,28701,10.0
118,28705,8.0
118,12325,8.0
118,12328,9.0
122,4,8.0
122,32775,2.0
122,24586,8.0
122,32780,8.0
122,24603,8.0
122,16414,1.0
122,32799,8.41
122,32808,9.0
122,16425,10.0
122,12295,10.0
122,45,9.0
122,16430,1.0
122,24626,10.0
122,31411,2.0
122,54,8.529
124,12288,10.0
124,12290,9.0
124,4,8.0
124,28677,9.0
124,32775,2.0
124,36872,10.0
124,12298,9.0
124,8205,10.0
124,28688,8.0
124,28691,8.476
124,16406,2.0
124,4122,8.0
124,33743,8.0
124,12320,9.0
124,20513,9.0
126,5,1.0
126,16419,9.0
126,16420,1.0
126,16424,8.0
126,52,8.29
126,54,8.0
126,16443,8.534
126,35513,8.68
126,16501,9.556
126,16512,2.0
126,16516,9.0
126,133,8.0
126,16519,8.0
126,32908,8.0
126,8216,8.0
128,4,8.0
128,8198,1.0
128,8205,9.0
128,28688,10.0
128,15022,10.0
128,16406,1.0
128,32791,9.0
128,8227,8.0
128,8234,9.0
128,28715,8.0
128,12340,8.0
128,54,10.0
128,20544,2.0
128,8898,2.0
128,32780,8.528
134,15020,8.0
134,16396,9.0
134,8208,8.0
134,24595,9.0
134,32790,9.0
134,32797,10.0
134,36869,8.0
134,24612,9.0
134,11403,8.0
134,24626,8.367
134,52,9.0
134,16437,9.0
134,54,9.0
134,57,8.574
134,31099,8.0
136,2050,8.0
136,29355,9.0
136,35158,9.0
136,32775,9.0
136,36872,10.0
136,32780,8.999
136,1709,8.0
136,28688,10.0
136,2073,8.0
136,16411,8.0
136,16412,1.0
136,20509,9.0
136,14372,10.0
136,23900,2.0
136,22915,8.0
142,32770,8.0
142,4,8.0
142,32780,8.0
142,16402,8.0
142,13658,2.0
142,16431,2.0
142,53,8.0
142,61,8.0
142,16451,9.219
142,32849,8.0
142,16467,9.0
142,16483,8.0
142,104,8.0
142,16499,8.0
142,139,1.0
150,2049,9.0
150,4524,2.0
150,33298,8.0
150,7086,2.0
150,35247,8.0
150,28194,1.0
150,551,2.0
150,29736,2.0
150,17450,2.0
150,31796,9.0
150,35894,8.0
150,10305,8.0
150,7243,2.0
150,32849,1.0
150,17500,1.0
152,6,9.0
152,8206,10.0
152,24591,8.0
152,28688,10.0
152,12313,10.0
152,24603,8.0
152,20509,9.0
152,32799,10.0
152,24608,10.0
152,16419,9.0
152,16424,8.0
152,20524,9.0
152,33459,9.0
152,8244,1.0
152,16443,10.0
154,19456,8.0
154,33282,8.0
154,26454,9.0
154,20737,8.0
154,19464,8.0
154,3751,8.0
154,14351,10.0
154,15378,9.0
154,2580,8.0
154,4635,8.0
154,11298,10.0
154,24612,8.0
154,31912,2.0
154,1074,9.0
154,2227,8.0
156,4096,8.0
156,4100,8.0
156,32775,9.0
156,2050,10.0
156,28688,9.0
156,12305,1.891
156,20509,9.0
156,28703,10.0
156,8229,8.0
156,8233,8.365
156,28720,9.0
156,30728,8.0
156,52,8.0
156,28725,9.0
156,54,10.0
160,12289,2.0
160,21412,9.0
160,36869,8.813
160,16390,1.0
160,1,8.0
160,4104,8.0
160,4105,10.0
160,4106,10.0
160,31405,8.0
160,24597,1.0
160,8216,9.0
160,32799,9.0
160,12320,8.0
160,9902,8.0
160,36903,10.0
162,4,8.783
162,32777,10.0
162,29,10.0
162,32800,10.0
162,39,8.0
162,16424,8.0
162,52,8.0
162,57,9.0
162,32834,8.0
162,16460,8.0
162,32863,8.129
162,32866,10.0
162,16484,8.0
162,16490,2.0
162,16491,9.0
164,4,10.0
164,16397,8.0
164,21823,8.0
164,24595,1.0
164,29,10.0
164,8730,1.0
164,16419,8.055
164,32806,9.0
164,16425,8.0
164,45,8.0
164,28680,2.0
164,24626,10.0
164,52,8.567
164,32821,1.0
164,32827,8.0
166,4,8.0
166,5,1.0
166,8205,9.0
166,16417,9.0
166,24612,8.47
166,32812,1.0
166,16430,9.0
166,36872,10.0
166,52,10.0
166,24639,8.101
166,1378,8.0
166,32848,2.0
166,32849,9.0
166,16479,8.403
166,8295,10.0
168,24576,8.0
168,36869,10.0
168,16390,1.0
168,2049,9.0
168,20488,10.0
168,32777,10.0
168,24586,8.0
168,12306,9.0
168,13094,8.0
168,12318,10.0
168,12320,8.0
168,20513,8.0
168,24612,9.0
168,16426,8.52
168,32775,2.0
172,12288,8.0
172,36872,9.563
172,32777,9.0
172,24586,8.0
172,28688,9.0
172,24595,8.699
172,24603,8.0
172,28701,10.0
172,16414,8.0
172,12320,8.0
172,27660,9.0
172,21851,8.486
172,12325,8.0
172,12328,9.0
172,24617,9.0
174,28677,9.0
174,36872,10.0
174,4105,10.0
174,16394,10.0
174,36875,1.0
174,8205,9.0
174,28688,10.0
174,24595,9.0
174,16406,2.0
174,8216,9.0
174,28701,8.0
174,12319,10.0
174,12320,9.0
174,16419,9.463
174,12325,1.0
176,12288,10.0
176,3,8.0
176,5,1.0
176,35189,1.0
176,32777,10.0
176,8205,8.902
176,30552,2.0
176,24579,8.0
176,16409,1.0
176,32,8.0
176,16420,1.0
176,8231,9.0
176,24620,8.0
176,52,8.0
176,24639,9.0
180,32770,8.0
180,21277,10.0
180,32775,2.0
180,24588,1.406
180,8205,8.13
180,16402,8.0
180,8233,8.0
180,24626,9.0
180,53,8.0
180,54,8.0
180,61,8.0
180,24639,8.847
180,24653,9.0
180,8275,10.0
180,8278,8.0
182,8875,8.0
182,4102,9.0
182,36872,9.0
182,9,10.0
182,24586,8.0
182,8206,10.0
182,20495,10.0
182,28688,9.0
182,28691,8.129
182,4118,9.0
182,24603,8.0
182,32799,10.0
182,24608,9.565
182,16424,8.0
182,20524,9.0
184,28677,9.0
184,4104,8.0
184,4105,9.433
184,12,8.07
184,8205,8.193
184,28688,10.0
184,4117,10.0
184,16406,2.0
184,8216,10.0
184,4,8.0
184,20513,1.0
184,28707,8.0
184,4136,8.0
184,30727,10.0
184,12332,1.0
186,3,8.0
186,16390,1.0
186,32777,10.0
186,16402,8.0
186,32791,10.0
186,16412,8.0
186,32,8.0
186,16419,8.634
186,16421,8.0
186,32808,9.473
186,16425,8.865
186,52,8.142
186,19642,9.0
186,33912,8.0
186,32780,8.0
192,22528,8.0
192,4,10.0
192,35845,9.0
192,16396,10.0
192,10258,10.0
192,4783,10.0
192,3100,9.0
192,8221,8.0
192,12320,10.0
192,20315,9.0
192,10278,8.0
192,17447,8.0
192,14376,8.0
192,19497,8.0
192,19498,10.0
194,19913,9.0
194,15003,10.0
194,8205,8.64
194,8206,8.0
194,35516,8.0
194,24600,2.0
194,16409,2.0
194,16095,2.0
194,16419,9.0
194,21124,8.0
194,16914,8.496
194,16437,9.0
194,13368,9.0
194,61,8.0
194,32834,8.0
196,32775,9.0
196,32777,10.0
196,24586,8.0
196,16396,8.0
196,24596,8.0
196,24603,8.0
196,24608,10.0
196,24613,9.0
196,32806,8.613
196,8233,9.0
196,48,8.0
196,24626,8.0
196,32820,10.0
196,16437,9.0
196,8252,8.748
198,5,1.0
198,32775,2.0
198,8205,9.0
198,24595,8.068
198,20484,8.0
198,16411,8.0
198,32797,10.0
198,16420,1.0
198,8231,8.0
198,8233,8.185
198,16431,1.0
198,8243,1.0
198,32821,1.0
198,54,8.0
198,32829,2.0
202,1,8.0
202,20484,8.617
202,4104,8.0
202,32777,8.0
202,12298,8.0
202,8205,8.0
202,12292,8.0
202,19803,9.0
202,24612,9.0
202,8233,9.0
202,12331,2.0
202,24626,9.577
202,8243,1.0
202,52,9.0
202,58,9.0
204,32777,8.0
204,32780,8.716
204,5467,8.0
204,24612,9.0
204,32810,1.0
204,49,1.0
204,24626,9.0
204,52,8.0
204,16437,8.0
204,57,9.0
204,32834,8.0
204,16460,8.0
204,1378,8.0
204,18604,8.0
204,32863,8.0
206,32770,8.0
206,36869,8.0
206,36872,10.0
206,24588,1.0
206,8205,8.489
206,28688,8.0
206,13376,8.0
206,5729,8.0
206,8216,9.0
206,20484,8.0
206,4122,10.0
206,16414,1.0
206,32799,10.0
206,28705,8.0
206,8229,8.0
208,32775,9.0
208,32777,9.0
208,32780,8.0
208,8206,8.613
208,15,2.0
208,24595,9.0
208,8216,9.436
208,24603,8.0
208,16414,8.0
208,32799,10.0
208,32808,10.0
208,8234,9.0
208,24626,8.519
208,52,9.0
208,57,8.0
210,3,8.0
210,5,1.0
210,5729,8.0
210,28698,9.0
210,32797,10.0
210,32,8.0
210,16420,1.0
210,16421,8.0
210,8231,9.0
210,20521,8.0
210,16426,8.0
210,28721,1.0
210,28725,9.0
210,15823,1.0
210,32777,10.0
214,4102,9.0
214,20488,10.0
214,32777,9.0
214,12298,8.0
214,32780,8.0
214,8206,9.395
214,10261,2.0
214,22552,8.0
214,36892,8.0
214,28703,8.0
214,22569,8.0
214,11731,8.0
214,28720,10.0
214,36872,10.0
214,12339,2.0
216,32770,8.0
216,20484,8.0
216,36872,10.0
216,24588,1.0
216,8205,9.0
216,36900,8.0
216,12328,9.0
216,8233,10.0
216,16430,9.0
216,26325,9.0
216,16437,9.0
216,36919,8.0
216,32827,9.0
216,61,8.0
216,24639,9.0
218,12288,10.0
218,4,9.0
218,5,1.0
218,24584,8.0
218,12,10.0
218,8205,8.054
218,19117,8.0
218,24603,8.0
218,24608,10.0
218,16419,8.0
218,24612,9.0
218,8231,8.0
218,8233,8.0
218,20488,10.0
218,52,8.0
220,6,8.0
220,24584,8.0
220,32777,9.0
220,8206,9.676
220,24596,8.0
220,24,1.0
220,24604,8.0
220,32799,9.0
220,24608,8.56
220,24609,10.0
220,32806,8.411
220,24626,8.815
220,52,8.324
220,56,8.0
220,24639,9.753
222,24579,8.0
222,4,8.0
222,5,2.0
222,16390,1.0
222,16394,9.0
222,8205,9.0
222,31405,8.0
222,16402,8.0
222,20484,8.02
222,32797,10.0
222,24608,10.0
222,24612,9.0
222,32808,10.0
222,32813,9.0
222,24626,9.0
224,32770,8.0
224,3,10.0
224,24588,1.0
224,8205,8.548
224,32790,8.156
224,8227,8.0
224,32808,9.0
224,32817,8.0
224,52,9.413
224,53,8.0
224,54,8.0
224,61,8.0
224,24639,8.314
224,24642,8.0
224,24645,8.0
226,16402,8.0
226,32800,10.0
226,24612,9.0
226,57,9.0
226,24639,10.0
226,32834,8.0
226,16451,1.0
226,8260,8.0
226,16460,8.0
226,77,9.0
226,8271,1.0
226,8275,8.0
226,32866,10.0
226,8292,8.0
226,8297,1.0
228,32770,8.0
228,4,10.0
228,5,1.0
228,32777,9.665
228,32780,10.0
228,29,10.0
228,5467,8.0
228,16420,1.0
228,39,8.0
228,52,8.483
228,19642,8.844
228,56,8.0
228,57,8.563
228,16443,8.579
228,61,8.0
230,35844,8.0
230,8205,9.0
230,33402,8.0
230,16411,1.0
230,11294,9.0
230,21542,10.0
230,17449,8.0
230,28715,8.0
230,28716,8.0
230,27723,8.0
230,31796,8.0
230,13367,8.0
230,12346,9.0
230,1091,2.0
230,4171,8.0
232,5,1.0
232,24595,9.0
232,16414,8.0
232,16420,1.0
232,52,8.354
232,23734,1.0
232,32848,2.0
232,24668,9.0
232,100,8.0
232,8296,10.0
232,32883,8.0
232,16501,10.0
232,16508,8.0
232,32897,8.0
232,16519,8.0
234,4102,8.0
234,4105,9.462
234,8206,8.0
234,20495,8.0
234,28688,10.0
234,28691,9.0
234,24597,1.0
234,8216,8.0
234,32797,10.0
234,32803,9.0
234,32806,10.0
234,16425,9.0
234,28717,2.0
234,24639,9.0
234,12630,1.0
238,4,10.0
238,32796,8.0
238,29,10.0
238,32806,9.0
238,24626,9.012
238,16451,10.0
238,24649,8.0
238,75,9.0
238,91,8.0
238,8284,8.0
238,32863,9.0
238,8290,8.0
238,24679,1.0
238,8299,10.0
238,32879,1.0
240,1,8.0
240,12290,8.0
240,20484,8.493
240,36869,9.0
240,4102,8.0
240,4104,8.0
240,28688,10.0
240,8216,8.217
240,4121,10.0
240,12314,8.0
240,21167,9.0
240,28701,8.884
240,8227,8.0
240,12328,8.0
240,8233,8.431
242,31403,2.0
242,32775,2.0
242,12,8.0
242,8205,8.436
242,24595,9.0
242,12292,8.0
242,16411,1.0
242,16425,10.0
242,52,8.0
242,32829,2.0
242,8263,2.0
242,1378,8.0
242,32849,8.0
242,16149,8.0
242,88,8.0
244,24579,8.0
244,16390,1.0
244,30039,1.0
244,23213,10.0
244,24612,9.0
244,9564,8.0
244,57,9.0
244,8252,10.0
244,24639,8.63
244,32834,8.0
244,16460,8.0
244,32849,8.778
244,85,1.0
244,88,8.0
244,26736,8.0
246,32770,8.0
246,32780,9.154
246,16397,8.0
246,16402,8.0
246,32805,9.0
246,39,8.0
246,54,1.0
246,57,9.0
246,32827,8.0
246,32834,8.0
246,75,9.0
246,16460,8.0
246,32858,8.0
246,17022,9.0
246,16483,8.0
248,23211,8.0
248,12292,8.0
248,4101,1.0
248,12295,10.0
248,36872,8.758
248,4106,10.0
248,16396,9.0
248,8205,9.0
248,28688,9.328
248,12305,8.642
248,8210,8.0
248,4117,10.0
248,4,9.0
248,24613,8.0
248,39,10.0
250,4102,8.29
250,4105,9.0
250,8206,9.0
250,28691,8.749
250,32797,10.0
250,27660,8.0
250,32803,9.0
250,26333,8.0
250,12295,10.0
250,24626,8.0
250,17075,2.0
250,14050,9.0
250,16451,8.0
250,32780,8.0
250,75,8.0
252,4,10.0
252,5,2.0
252,24586,8.0
252,8206,10.0
252,24597,2.0
252,20484,8.0
252,24603,8.0
252,16414,8.0
252,32799,8.72
252,32800,10.0
252,24612,9.0
252,32806,10.0
252,32808,9.0
252,33443,8.0
252,24626,8.468
254,3,8.0
254,4,9.0
254,6,8.0
254,32777,10.0
254,12,8.0
254,24596,8.0
254,25945,8.0
254,32797,10.0
254,32,8.0
254,16421,8.0
254,8231,9.0
254,16425,9.0
254,24620,8.0
254,49,8.0
254,36771,8.0
256,3,8.0
256,6,8.0
256,32775,9.0
256,32777,10.0
256,8202,2.0
256,32780,10.0
256,13658,2.0
256,32799,10.0
256,24608,10.0
256,16419,8.727
256,16421,9.596
256,32806,9.753
256,24615,10.0
256,24620,8.0
256,45,8.0
258,6,8.0
258,16394,9.0
258,16396,9.0
258,8206,8.482
258,8210,8.0
258,24596,8.0
258,32797,10.0
258,8227,8.0
258,24613,9.0
258,39,9.39
258,32808,9.0
258,32812,1.0
258,16431,2.0
258,48,8.0
258,49,1.0
260,36280,9.0
260,4,8.0
260,5,1.0
260,32777,8.0
260,12,8.0
260,16406,2.0
260,12292,8.0
260,16419,8.0
260,16420,1.0
260,8231,8.0
260,16430,1.0
260,8240,2.0
260,8241,8.0
260,24626,9.0
260,52,8.0
262,4100,8.0
262,5,2.0
262,32775,2.0
262,20488,8.0
262,32777,10.0
262,8205,9.0
262,12320,2.0
262,18438,2.0
262,12328,8.198
262,8233,8.0
262,28714,9.0
262,16437,9.0
262,28728,8.0
262,32829,2.0
262,15687,8.0
272,9,10.0
272,29,10.0
272,32799,10.0
272,5467,8.0
272,32808,9.0
272,16425,8.0
272,52,8.502
272,32190,2.0
272,57,8.526
272,16443,8.69
272,16394,1.0
272,30048,8.0
272,32834,8.0
272,16460,8.0
272,8186,8.0
278,32770,8.0
278,24579,8.0
278,24584,8.0
278,32777,10.0
278,24588,1.0
278,8205,8.477
278,8216,8.566
278,20484,8.0
278,16414,1.0
278,24608,8.0
278,8227,8.0
278,16390,1.0
278,9565,8.0
278,49,8.0
278,24626,9.0
282,13373,8.0
282,36942,8.0
282,3165,8.0
282,34930,8.0
282,7308,8.0
282,197,8.0
282,6508,8.0
282,6491,8.0
282,17821,8.0
282,18729,8.0
282,35247,8.0
282,16825,8.0
282,3514,8.0
282,17856,8.0
282,22999,8.0
284,28672,2.0
284,20481,8.0
284,4,9.103
284,28677,9.0
284,25778,9.0
284,36872,8.164
284,12298,9.0
284,4107,8.0
284,20493,1.0
284,4118,8.0
284,8216,9.0
284,29,10.0
284,28704,9.0
284,8730,1.0
284,12325,1.0
286,24576,1.0
286,32777,10.0
286,24588,2.0
286,36826,8.0
286,20484,8.0
286,8227,8.0
286,32808,9.0
286,24626,9.016
286,12298,9.0
286,24639,8.572
286,76,8.0
286,32849,8.0
286,8284,9.0
